recording_name,subject_id,dataset_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,mean_aoi_switches,n_trials_mean_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred,data_split
1583_1973_frank_tablet_2016_17,1583,frank_tablet_2016,17,0.48121958655998814,0.2899227368122165,16,NA,NA,NA,1.7142857142857142,0.6112498455021266,14,0,0,5,0.2857142857142857,0.4879500364742666,7,865,601.0407640085654,2,1,16,171.9246031746032,179.2765171851237,14,422.2222222222223,299.34341730106826,3,185.71428571428572,175.51598447395273,-8,all
1585_1975_frank_tablet_2016_19,1585,frank_tablet_2016,19,0.338743661667342,0.2974799308453373,11,NA,NA,NA,2,1,5,0.5,0.7071067811865476,2,0.375,0.5175491695067657,8,615,411.5519408288582,3,0.7272727272727273,11,148.88888888888889,85.49510851649299,5,258.33333333333337,58.92556509887895,2,176.66666666666669,81.52198067597065,-6,all
1588_1978_frank_tablet_2016_19,1588,frank_tablet_2016,19,0.48300946970456154,0.3537854415710773,16,NA,NA,NA,1.0769230769230769,0.2773500981126146,13,0.6,0.5477225575051661,5,0.25,0.4629100498862757,8,1165,70.71067811865476,2,0.6875,16,458.6538461538462,230.52916644363373,13,485.4166666666667,212.700440226924,12,464.10256410256414,228.25284001378597,-6,all
1591_1981_frank_tablet_2016_23,1591,frank_tablet_2016,23,0.5847172377441199,0.3538323479893964,16,NA,NA,NA,1.5714285714285714,0.7559289460184544,14,0.7142857142857143,0.4879500364742666,7,0.5,0.5345224838248488,8,383.75,146.30874888399532,4,1.4375,16,374.70238095238096,270.8600022873425,14,493.939393939394,227.2446952409484,11,412.5,257.3648097528979,-2,all
1593_1983_frank_tablet_2016_24,1593,frank_tablet_2016,24,0.48678501924888606,0.43329137096189335,13,NA,NA,NA,1.1111111111111112,0.3333333333333333,9,0.8,0.44721359549995793,5,0.42857142857142855,0.5345224838248488,7,640,132.28756555322954,3,0.5384615384615384,13,568.0555555555555,319.9663610791332,9,689.2857142857143,243.22839659474985,7,568.5185185185186,319.60744633547955,-1,all
1595_1985_frank_tablet_2016_28,1595,frank_tablet_2016,28,0.6334771590687646,0.2448311148024452,16,NA,NA,NA,1.5625,0.6291528696058958,16,0.2857142857142857,0.4879500364742666,7,0.875,0.3535533905932738,8,400.7142857142857,172.51638983558857,7,1.625,16,319.7916666666667,188.054734939946,16,378.8888888888889,172.7424299063409,15,361.9791666666667,181.989233248889,3,all
1596_1986_frank_tablet_2016_28,1596,frank_tablet_2016,28,0.5053008684285585,0.24941620627253458,13,NA,NA,NA,1.1666666666666667,0.3892494720807615,12,0.25,0.5,4,0.8571428571428571,0.3779644730092272,7,727.5,176.59983012449362,6,1.4615384615384615,13,378.47222222222223,138.81753217464012,12,378.47222222222223,136.813406686473,12,402.77777777777783,144.0895017403576,3,all
1597_1987_frank_tablet_2016_30,1597,frank_tablet_2016,30,0.7621428867074226,0.19866432329215677,8,NA,NA,NA,1.5,0.5345224838248488,8,0,0,2,1,0,3,298.3333333333333,144.33756729740642,3,1.125,8,358.33333333333337,131.32792471338232,8,490.47619047619054,91.97279330864487,7,448.95833333333337,145.05318537454318,5,all
1598_1988_frank_tablet_2016_31,1598,frank_tablet_2016,31,0.7167147555530997,0.20227341954088807,12,NA,NA,NA,1.25,0.45226701686664544,12,0.42857142857142855,0.5345224838248488,7,1,0,5,820,203.40845606807991,5,0.8333333333333334,12,500.00000000000006,230.14597914621868,12,553.0303030303031,209.7045781593957,11,538.1944444444445,209.1184700397947,6,all
1600_1990_frank_tablet_2016_31,1600,frank_tablet_2016,31,0.4375812216824795,0.2777378645508932,12,NA,NA,NA,1.4,0.699205898780101,10,0.75,0.5,4,0.6666666666666666,0.5163977794943222,6,1127.5,123.32207155790618,4,1,12,288.0555555555556,251.87925368361326,10,412.50000000000006,269.9151101118029,6,301.6666666666667,247.23158534079633,6,all
