recording_name,subject_id,dataset_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,mean_aoi_switches,n_trials_mean_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,age_months_centred,data_split
Mix_14_S41,68436000,Mix-14,14.866666666666667,85,6,85,0.46636630206651636,0.4026118072328879,18,0.023624287310418712,0.4135023449679172,12,1.5454545454545454,0.6875516509523286,11,0.6666666666666666,0.5163977794943222,6,0.3333333333333333,0.5,9,562.3333333333334,324.53710625032284,3,0.6666666666666666,18,1268.4343434343436,661.2608055632712,11,1310.6060606060607,661.4072844772699,11,1401.5151515151517,559.9828640956866,0.2336111111111111,0.14772595410536316,18,0.08426157790686631,0.1517738744580325,18,1088,514.3435565044507,18,-10.133333333333333,all
Mix_14_S43,68664000,Mix-14,14,48,52,48,0.5247422203199198,0.3655880475460855,16,0.09674068546232145,0.2996400488377727,8,1.1538461538461537,0.3755338080994054,13,0.6666666666666666,0.5163977794943222,6,0.5555555555555556,0.5270462766947299,9,828.4,440.46203014561877,5,0.75,16,1307.0512820512822,658.1561483945247,13,1257.6923076923078,691.4696970080048,13,1356.4102564102566,665.7472292239551,0.2184375,0.16820343585472128,16,0.04739907686600536,0.09750781337002296,16,1007.5,398.64754692167196,16,-11,all
Mix_20_S51,49872000,Mix-20,21.7,40,60,40,0.6096358264055973,0.3673150265472334,14,0.23748634392160256,0.41187138787135635,8,1.0833333333333333,0.28867513459481287,12,0.8,0.44721359549995793,5,0.8,0.44721359549995793,5,843.5,249.59233428399466,4,0.6428571428571429,14,1511.8055555555557,741.4705080512402,12,1516.6666666666667,732.6443043985785,12,1516.6666666666667,732.6443043985785,0.1885714285714286,0.1539658874734742,14,0.03241819495503995,0.26262272963443156,14,897,549.5218900938412,14,-3.3000000000000007,all
Mix_14_S46,51576000,Mix-14,14,29,71,29,0.4839911508422995,0.35507175115411616,7,0.24366593681576482,0.605936746946968,4,1,0,5,0.5,0.7071067811865476,2,0.75,0.5,4,1268,133,3,0.5714285714285714,7,1216.6666666666667,628.0481227138924,5,1216.6666666666667,628.0481227138924,5,1216.6666666666667,628.0481227138924,0.14428571428571432,0.15498463825566086,7,-0.0010128066378066894,0.12201523696200552,7,613.8571428571429,502.1060407826978,7,-11,all
Mix_20_S53,64716000,Mix-20,21.133333333333333,25,73,25,0.4755738614135355,0.287719066171812,11,-0.09444642794174687,0.42154541834614084,8,1.125,0.3535533905932738,8,0,0,2,0.5714285714285714,0.5345224838248488,7,726.75,238.44129256485758,4,1.0909090909090908,11,1135.4166666666667,484.8037976565595,8,1135.4166666666667,484.8037976565595,8,1135.4166666666667,484.8037976565595,0.14772727272727265,0.15110201250088687,11,0.008704567858901583,0.1728895688184346,11,1152.090909090909,522.8998861245725,11,-3.866666666666667,all
Mix_20_S54,68664000,Mix-20,20.3,47,53,47,0.41545003956830395,0.4119575207658567,16,-0.21984204629942908,0.1826119350291995,10,1.2222222222222223,0.6666666666666666,9,0.4,0.5477225575051661,5,0.2222222222222222,0.44095855184409843,9,509.5,482.95393155041194,2,0.4375,16,1393.20987654321,755.3807895189096,9,1390.7407407407409,758.6130945089822,9,1396.2962962962963,751.423546130285,0.10062499999999999,0.15968588958744387,16,-0.028572395444960264,0.15128165393348714,16,926.375,514.713884923783,16,-4.699999999999999,all
Mix_14_S48,92556000,Mix-14,15.1,60,40,60,0.52087270717296,0.3344293887138554,17,-0.006470237801693901,0.10564177484723164,10,1.4285714285714286,0.646206172658864,14,0.4444444444444444,0.5270462766947299,9,0.5,0.5477225575051661,6,773.6666666666666,99.48534230394613,3,1,17,987.8968253968254,534.4301923651618,14,1011.9047619047619,537.8585495200567,14,1073.8095238095239,511.2292160619456,0.12,0.0960468635614928,17,-0.015216969165623769,0.08734377665660431,17,756.1764705882352,445.448542944934,17,-9.9,all
Mix_20_S56,91668000,Mix-20,20.2,91.5,8.5,91.5,0.6540965550686452,0.393061065621691,7,0.5122727272727273,0.3142199195027241,4,1.3333333333333333,0.5163977794943222,6,0.75,0.5,4,0.6666666666666666,0.5773502691896257,3,768,707.1067811865476,2,0.5714285714285714,7,1340.2777777777778,833.2402725815957,6,1280.5555555555557,920.1700728468422,6,1486.1111111111113,753.0985376479014,0.059166666666666735,0.16166065280910719,6,0.01503080292064977,0.11951088552084367,6,818.8333333333334,510.1389679946697,6,-4.800000000000001,all
Mix_20_S58,85728000,Mix-20,20.133333333333333,82,18,82,0.5430192368582685,0.21085682114585907,11,-0.0025814130860147763,0.3168809429014878,8,1.1,0.31622776601683794,10,0.4,0.5477225575051661,5,1,0,6,865.5,461.0391523504268,6,1.2727272727272727,11,1295,394.330969593116,10,1298.3333333333335,388.52760996318364,10,1298.3333333333335,388.52760996318364,0.129090909090909,0.07562467129906028,11,0.05457575757575758,0.07952539784822245,11,1153.8181818181818,425.90323271415025,11,-4.866666666666667,all
Mix_20_S65,84744000,Mix-20,20.9,67,33,67,0.5668152900294652,0.3083033125473037,17,0.17477653331419285,0.17770841590311187,12,1.375,0.7187952884282609,16,0.375,0.5175491695067657,8,0.75,0.4629100498862757,8,754.3333333333334,317.1199562731218,6,1.2352941176470589,17,1133.8541666666667,657.8836710543269,16,1078.125,694.3613839215726,16,1194.7916666666667,666.603295599192,0.21294117647058827,0.10224142420530641,17,0.0924391721293986,0.09332534980627055,17,982.5294117647059,381.1991142511776,17,-4.100000000000001,all
Mix_20_S01,4224000,Mix-20,22,39,61,39,0.4776173950590236,0.391872583083433,14,-0.026251883392811322,0.11489087484138139,8,1.2,0.4216370213557839,10,1,0,4,0.625,0.5175491695067657,8,654.6,502.71841024573587,5,0.6428571428571429,14,1257.5,653.3443168011003,10,1271.6666666666667,692.2431778529499,10,1333.3333333333335,639.685493710931,0.13714285714285707,0.17981522873081832,14,0.037562669528397076,0.12271032770929241,14,991,360.5999274713012,14,-3,all
