recording_name,subject_id,dataset_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,age_months_centred,data_split
CogMisp24_S24_536832000,536832000,CogMisp-24,27,74,26,74,0.7193823760985811,0.3245183991106431,6,0.1839622641509434,0.5307017221256899,4,1.6666666666666667,0.816496580927726,6,0.3333333333333333,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,7,6,1033.7962962962963,724.7741595176576,6,911.1111111111112,818.0373984025335,6,1352.7777777777778,756.3374222503448,0.22333333333333338,0.14552204873030988,6,0.13083333333333344,0.1405736955795392,6,427.5,183.3016639313457,6,2,target
CogMisp24_S32_554952000,554952000,CogMisp-24,30,76,16,76,0.6183561936609699,0.20855671277755564,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,6,3,900.0000000000001,233.33333333333337,3,550,308.67098629086894,3,1250.0000000000002,606.2177826491071,0.19333333333333305,0.05795112883571245,3,0.09221717171717166,0.036023001570931974,3,560.6666666666666,169.64767411707516,3,5,target
CogMisp24_S52_522864000,522864000,CogMisp-24,31,36,64,36,0.6756160871754413,0.2806805264114652,6,0.33805031446540884,0.30347133940918847,4,1.5,0.8366600265340756,6,0.6666666666666666,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,6,6,1143.0555555555557,770.7935425165322,6,1075,801.4396768039098,6,1247.2222222222222,739.1749655052108,0.23416666666666677,0.13643374460398938,6,0.17998611111111104,0.16899472720790462,6,363.5,216.88591471093739,6,6,target
CogMisp24_S56_542736000,542736000,CogMisp-24,29,92,8,92,0.7525203968540106,0.17444072187270676,6,0.6603773584905661,0,2,1.6666666666666667,0.816496580927726,6,0.3333333333333333,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,10,6,1474.0740740740741,751.6128063701341,6,1183.3333333333335,1012.203317301201,6,1777.7777777777778,638.9806697360228,0.28916666666666657,0.23373952739463366,6,0.14151388888888886,0.21882736356839896,6,374.6666666666667,211.75803802138577,6,4,target
CogMisp24_S68_585456000,585456000,CogMisp-24,25,35,65,35,0.7241781106949646,0.24585134062500638,3,0.5691823899371069,0.031130487222049336,2,1.6666666666666667,0.5773502691896257,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,994.4444444444445,573.8111703855714,3,1277.7777777777778,740.1826601389487,3,1277.7777777777778,740.1826601389487,0.26499999999999985,0.07794228634059923,3,0.18552777777777774,0.03177452392043599,3,466.6666666666667,152.75252316519467,3,0,target
CogMisp24_S72_592776000,592776000,CogMisp-24,25,99,1,99,0.6353000187573974,0.24282565335457879,6,0.028301886792452838,0.14675801118966078,2,1.5,0.5477225575051661,6,0,0,6,NA,NA,NA,NA,NA,NA,8,6,1047.2222222222222,620.7000229728677,6,980.5555555555555,672.426507067804,6,1147.2222222222222,610.9570512879924,0.009999999999999934,0.2895686447114054,6,-0.005241168091168221,0.22670898413595936,6,447,118.11689125607734,6,0,target
CogMisp24_S75_549624000,549624000,CogMisp-24,24,100,0,100,0.9077380952380952,0.1598023066507,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,1,0,3,NA,NA,NA,NA,NA,NA,1,3,1955.5555555555557,1202.8130608117203,3,1844.4444444444443,1395.2631505415957,3,2066.6666666666665,1010.3629710818451,0.27333333333333326,0.06751543033509687,3,0.2007103174603174,0.02521820963367021,3,433,88.25531145489205,3,-1,target
CogMisp24_S76_602136000,602136000,CogMisp-24,25,98,2,98,0.7154088050314465,0.22291583142700983,4,0.11320754716981132,3.925231146709438e-17,2,1.5,0.5773502691896257,4,0,0,4,NA,NA,NA,NA,NA,NA,6,4,1395.8333333333335,701.3710118733853,4,1095.8333333333335,986.7994467713024,4,1695.8333333333335,587.2684728974128,0.17625000000000013,0.06762334409556099,4,0.13007532051282056,0.04359643468473111,4,537,86.54478609367523,4,0,target
CogMisp24_S01_540060000,540060000,CogMisp-24,25,48,52,48,0.6996260728484046,0.17875678450075247,8,0.27253668763102723,0.20701921287191663,6,1.375,0.7440238091428449,8,0.375,0.5175491695067657,8,NA,NA,NA,NA,NA,NA,11,8,1349.6527777777778,486.59372301609034,8,1300,571.8946511932876,8,1431.25,361.1530805891702,0.070625,0.10959136762146406,8,0.054570075757575776,0.09207200993575684,8,354.125,221.7498188113288,8,0,target
CogMisp24_S02_587580000,587580000,CogMisp-24,25,38,62,38,0.7488920320603489,0.2631011436208946,3,NA,NA,NA,2.3333333333333335,0.5773502691896257,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,578.7037037037037,160.63947569717536,3,544.4444444444445,305.6565489661982,3,772.2222222222223,256.21894572444904,0.13333333333333316,0.06506407098647705,3,0.06758333333333333,0.05284693568326433,3,521.6666666666666,221.2020192795114,3,0,target
CogMisp24_S07_563760000,563760000,CogMisp-24,27,100,0,100,0.6972267949854375,0.3702207329263278,4,0.2452830188679245,3.925231146709438e-17,2,1.5,0.5773502691896257,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,4,4,1250,948.9028752547157,4,1329.1666666666667,900.9639899080935,4,1329.1666666666667,900.9639899080935,0.2200000000000002,0.13347908700117292,4,0.20099999999999985,0.1407898190500583,4,366.5,233.34166651786245,4,2,target
CogMisp24_S09_547320000,547320000,CogMisp-24,28,59,40,59,0.7021800986561695,0.33013779913466923,9,0.45518867924528306,0.2448550070344007,8,1.5555555555555556,0.5270462766947299,9,0.6666666666666666,0.5,9,NA,NA,NA,NA,NA,NA,7,9,1206.4814814814815,887.7520942606656,9,1201.851851851852,868.2055425977945,9,1290.7407407407409,851.7184879501262,0.16999999999999993,0.09794769012079879,9,0.1254629629629629,0.08306348090206615,9,494,119.56588142108099,9,3,target
CogMisp24_S12_536196000,536196000,CogMisp-24,30,71,24,71,0.9545454545454546,0.07872958216222169,3,NA,NA,NA,2,1,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,1,3,1482.4074074074074,935.5641879605262,3,1288.888888888889,1093.710978139885,3,1861.111111111111,600.3085626328933,0.2916666666666667,0.11514483632943892,3,0.2647651515151515,0.07779115788262769,3,494,25.534290669607408,3,5,target
CogMisp24_S15_533280000,533280000,CogMisp-24,26,96,4,96,0.49637139589969775,0.1759169837132434,5,NA,NA,NA,1.4,0.5477225575051661,5,0.2,0.44721359549995793,5,NA,NA,NA,NA,NA,NA,6,5,868.3333333333334,511.68295305241946,5,936.6666666666667,530.7751145468504,5,980,478.9166014152267,0.38599999999999995,0.45265052744915674,5,0.14697619047619045,0.09201877373334061,5,429.4,212.55893300447292,5,1,target
CogMisp24_S33_544764000,544764000,CogMisp-24,25,65,35,65,0.5954469886557725,0.25328080569309086,5,NA,NA,NA,1.6,0.5477225575051661,5,0,0,5,NA,NA,NA,NA,NA,NA,9,5,873.3333333333334,688.6833250647371,5,876.6666666666667,700.3570517957252,5,1013.3333333333334,657.5839616860092,0.09599999999999972,0.040681691213616006,5,0.056135128205128206,0.04031305520490805,5,363,85.68547134724766,5,0,target
CogMisp24_S37_582792000,582792000,CogMisp-24,24,100,0,100,0.8866666666666667,0.1602775370689508,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,2,2,1808.3333333333335,1190.296414997355,2,1725,1308.147545195113,2,1891.6666666666667,1072.445284799597,0.1399999999999999,0.11313708498984802,2,0.14641666666666664,0.0658787817805468,2,241.5,58.68986283848344,2,-1,target
CogMisp24_S51_574128000,574128000,CogMisp-24,24,71,20,71,0.6627615983279708,0.25332841568503145,5,0.3490566037735849,0.07560261182497684,2,1.8,1.3038404810405297,5,0.2,0.44721359549995793,5,NA,NA,NA,NA,NA,NA,5,5,1090,932.801187582625,5,1073.3333333333335,965.1280859151402,5,1156.6666666666667,885.5789067045353,0.26800000000000007,0.1411825059984416,5,0.16466666666666674,0.11446328559848346,5,440,222.0799405619517,5,-1,target
CogMisp24_S54_607272000,607272000,CogMisp-24,30,45,55,45,0.7361111111111112,NA,1,NA,NA,NA,2,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,2,1,883.3333333333334,NA,1,1016.6666666666667,NA,1,1016.6666666666667,NA,0.3099999999999996,NA,1,0.20058333333333334,NA,1,500,NA,1,5,target
CogMisp24_S55_562620000,562620000,CogMisp-24,31,26,74,26,0.4396967389925136,0.19357732272680833,2,NA,NA,NA,1.5,0.7071067811865476,2,0,0,2,NA,NA,NA,NA,NA,NA,2,2,712.5,500.8673033404712,2,783.3333333333334,400.69384267237695,2,783.3333333333334,400.69384267237695,0.09499999999999997,0.07778174593052013,2,0.14157823928944624,0.08508131193682873,2,333.5,376.8879143724298,2,6,target
CogMisp24_S66_576948000,576948000,CogMisp-24,26,87,13,87,0.5296023900923028,0.15438060824546054,5,NA,NA,NA,1.8,0.8366600265340756,5,0.2,0.44721359549995793,5,NA,NA,NA,NA,NA,NA,9,5,752.7777777777778,311.23509434287337,5,866.6666666666667,559.2653911854173,5,943.3333333333335,473.25703610429537,0.26700000000000007,0.042807709586008005,5,0.16387151515151518,0.04115107472317517,5,483,112.79406012729571,5,1,target
CogMisp24_S69_591408000,591408000,CogMisp-24,25,39,61,39,0.6918238993710691,NA,1,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1833.3333333333335,NA,1,1833.3333333333335,NA,1,1833.3333333333335,NA,0.015000000000000124,NA,1,-0.02400000000000002,NA,1,667,NA,1,0,target
CogMisp24_S04_563532000,563532000,CogMisp-24,27,62,38,62,0.8262310948768227,0.15700850667936225,4,NA,NA,NA,1.5,0.5773502691896257,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,5,4,1516.6666666666667,859.3710016742003,4,1554.1666666666667,896.120754925031,4,1754.1666666666667,626.0361781049847,0.08624999999999994,0.06968679932383169,4,0.058250000000000135,0.08905312085117131,4,328.5,222.40128896508972,4,2,target
