recording_name,subject_id,dataset_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,mean_aoi_switches,n_trials_mean_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,age_months_centred,data_split
Mix_14_S46,51576000,Mix-14,14,29,71,29,0.2627975145327873,0.21421289648252317,4,NA,NA,NA,1,0,2,NA,NA,NA,0.75,0.5,4,1268,133,3,0.75,4,908.3333333333334,106.06601717798213,2,908.3333333333334,106.06601717798213,2,908.3333333333334,106.06601717798213,0.06375000000000008,0.11925987031129386,4,-0.046645833333333386,0.1335112246460255,4,237.5,264.49763704048473,4,-11,distractor
Mix_20_S53,64716000,Mix-20,21.133333333333333,25,73,25,0.38317976981698754,0.27452247965582677,7,-0.24316207670698306,0.36991436482947504,6,1,0,4,NA,NA,NA,0.5714285714285714,0.5345224838248488,7,726.75,238.44129256485758,4,1,7,1291.6666666666667,206.60393313096728,4,1291.6666666666667,206.60393313096728,4,1291.6666666666667,206.60393313096728,0.01857142857142862,0.1292515082347297,7,-0.03995557380040138,0.12798354443784296,7,185.28571428571428,111.66126497240704,7,-3.866666666666667,distractor
Mix_20_S54,68664000,Mix-20,20.3,47,53,47,0.10958772126509449,0.19317430792783946,9,-0.40151236674893664,0.04136517115169957,2,1,0,2,NA,NA,NA,0.2222222222222222,0.44095855184409843,9,509.5,482.95393155041194,2,0.2222222222222222,9,750,707.1067811865476,2,750,707.1067811865476,2,750,707.1067811865476,0.013888888888888888,0.07368759129671097,9,-0.033660774410774516,0.1080365748807461,9,444.1111111111111,182.93608477036756,9,-4.699999999999999,distractor
Mix_14_S48,92556000,Mix-14,15.1,60,40,60,0.22227560154389422,0.27748053199504985,6,NA,NA,NA,1,0,3,NA,NA,NA,0.5,0.5477225575051661,6,773.6666666666666,99.48534230394613,3,0.6666666666666666,6,805.5555555555557,407.3400617738524,3,805.5555555555557,407.3400617738524,3,805.5555555555557,407.3400617738524,0.07499999999999989,0.06549809157525129,6,0.02267451690821261,0.07852282743081,6,363.8333333333333,179.1573796042649,6,-9.9,distractor
Mix_20_S56,91668000,Mix-20,20.2,91.5,8.5,91.5,0.3395563457793582,0.4067286256736442,3,NA,NA,NA,1.5,0.7071067811865476,2,NA,NA,NA,0.6666666666666666,0.5773502691896257,3,768,707.1067811865476,2,1,3,641.6666666666667,247.48737341529167,2,333.33333333333337,188.56180831641268,2,950.0000000000001,683.5365551469961,0.07250000000000001,0.060104076400856826,2,0.0465416666666667,0.018915106396740024,2,558,152.73506473629428,2,-4.800000000000001,distractor
Mix_20_S58,85728000,Mix-20,20.133333333333333,82,18,82,0.46039176275609156,0.20901050604800966,6,0.0689199196022427,0,2,1,0,5,NA,NA,NA,1,0,6,865.5,461.0391523504268,6,1.1666666666666667,6,1240,151.19891240055634,5,1240,151.19891240055634,5,1240,151.19891240055634,0.06333333333333331,0.0338624669312008,6,0.04151388888888885,0.0354905862583724,6,488.5,128.3553660740368,6,-4.866666666666667,distractor
Mix_20_S65,84744000,Mix-20,20.9,67,33,67,0.39401083870323,0.23594611174340474,8,-0.11467259071194327,0.0804576922811993,4,1.2857142857142858,0.7559289460184544,7,NA,NA,NA,0.75,0.4629100498862757,8,754.3333333333334,317.1199562731218,6,1.375,8,876.9841269841271,448.66547166833794,7,861.9047619047619,467.23321618532043,7,888.0952380952382,436.81446668680553,0.09250000000000003,0.05133920807447541,8,0.060989583333333375,0.05764022648572262,8,422.625,224.31797424956514,8,-4.100000000000001,distractor
Mix_20_S01,4224000,Mix-20,22,39,61,39,0.4090580532935898,0.34800021186044405,8,-0.13858062227627446,0.09533077892707054,2,1.1666666666666667,0.408248290463863,6,NA,NA,NA,0.625,0.5175491695067657,8,654.6,502.71841024573587,5,0.875,8,1031.9444444444446,679.8777804107856,6,980.5555555555557,712.5397974590353,6,1083.3333333333335,669.6599468718765,0.02312499999999995,0.24695195455218188,8,-0.005848379629629474,0.15332412355542205,8,489.375,165.68208584946223,8,-3,distractor
Mix_20_S02,5364000,Mix-20,20.533333333333335,64,36,64,0.4085148085650651,0.3482483268311775,9,0.08443768628385134,0.1446417035198291,6,1.1666666666666667,0.408248290463863,6,NA,NA,NA,0.5555555555555556,0.5270462766947299,9,535.2,355.4739090284968,5,0.7777777777777778,9,1256.9444444444446,558.629689176676,6,1241.6666666666667,586.4914511075351,6,1272.2222222222224,531.9426312704811,0.11722222222222228,0.14920856022509035,9,0.02494767783656678,0.12545874156697495,9,518,154.50566332662373,9,-4.466666666666665,distractor
Mix_20_S04,4824000,Mix-20,21.366666666666667,55,45,55,0.5218739859368657,0.23816726048641274,9,0.08907665996685353,0.16566957488830064,6,1.6666666666666667,0.8660254037844386,9,NA,NA,NA,0.8888888888888888,0.3333333333333333,9,381.125,325.58713448608063,8,1.5555555555555556,9,675,305.5366155746151,9,640.7407407407408,355.3276179097014,9,777.7777777777778,349.4042548872772,0.12388888888888897,0.1151026112262927,9,0.0538103448275861,0.08212695771947781,9,377.44444444444446,195.86035274597506,9,-3.633333333333333,distractor
Mix_14_S01,19872000,Mix-14,14,60,40,60,0.2847841588427299,0.3202343788805923,4,NA,NA,NA,1,0,3,NA,NA,NA,0.5,0.5773502691896257,4,626.5,12.020815280171307,2,1,4,861.1111111111112,721.9443910050855,3,861.1111111111112,721.9443910050855,3,861.1111111111112,721.9443910050855,0.02375000000000005,0.11205467415507481,4,-0.0027886904761903475,0.11324984101735949,4,375,219.37638888449231,4,-11,distractor
Mix_14_S02,20520000,Mix-14,14,55,45,55,0.32866915422885573,0.2733922618370741,6,0.31666666666666665,2.9279783900060735e-4,2,1.2,0.44721359549995793,5,NA,NA,NA,0.3333333333333333,0.5163977794943222,6,193.5,270.82189719444773,2,1.1666666666666667,6,736.6666666666667,438.0195327963254,5,823.3333333333335,481.980866379108,5,823.3333333333335,481.980866379108,-0.019166666666666554,0.049740995835092235,6,-0.048305555555555456,0.054746960003543926,6,235.66666666666666,123.03766361024037,6,-11,distractor
Mix_20_S19,21636000,Mix-20,19.633333333333333,50,50,50,0.5280716368845848,0.1753907523019471,12,0.06457573658928634,0.13277786773676653,8,1.1666666666666667,0.3892494720807615,12,NA,NA,NA,0.8333333333333334,0.3892494720807615,12,553.5,383.0907203261389,10,1.4166666666666667,12,994.4444444444445,396.5338034002363,12,995.8333333333334,389.4521534129447,12,1006.9444444444445,378.357583879934,0.09833333333333331,0.32464199396015325,12,-0.05186992296918769,0.14417986688164514,12,301.25,214.08881971572623,12,-5.366666666666667,distractor
Mix_20_S25,7548000,Mix-20,21.2,36,64,36,0.5856671614096126,0.3123550885708152,10,0.23185491016054152,0.3608267441181608,6,1.2222222222222223,0.44095855184409843,9,NA,NA,NA,0.8,0.4216370213557839,10,464.25,394.5303718165615,8,1,10,1191.6666666666667,649.6259607565642,9,1162.962962962963,681.8977693915964,9,1222.2222222222224,626.6090399035821,0.0625,0.11717152668915207,10,-0.009452890410855152,0.1132764051496129,10,434.7,199.7081481673806,10,-3.8000000000000007,distractor
Mix_20_S32,34956000,Mix-20,21.633333333333333,38,62,38,0.5579035079603237,0.36243460536556826,12,0.11962863578287088,0.29498393757896263,10,1.2222222222222223,0.44095855184409843,9,NA,NA,NA,0.75,0.45226701686664544,12,352,212.05364887216632,9,0.8333333333333334,12,1542.5925925925926,572.8741566720531,9,1562.962962962963,564.2582260623343,9,1594.4444444444446,502.00984939430117,-0.030416666666666536,0.14232578398828086,12,-0.07365277777777775,0.13007518141392427,12,344,227.53061732035496,12,-3.366666666666667,distractor
Mix_20_S37,20736000,Mix-20,20.533333333333335,56,43,56,0.5157326342258345,0.28757269097695354,5,NA,NA,NA,1.6,0.8944271909999159,5,NA,NA,NA,0.8,0.44721359549995793,5,826.75,551.2563680660146,4,1,5,629.4444444444445,289.0063863620053,5,623.3333333333334,321.80049029725785,5,660,291.9284539441509,0.08199999999999993,0.10134100848126584,5,0.0566470741901778,0.0693375293663221,5,429.8,54.17287143949451,5,-4.466666666666665,distractor
Mix_20_S39,34344000,Mix-20,21.466666666666665,18,74,18,0.3766033394761825,0.3269023320657246,4,-0.27491382806163833,0.03688224238853193,2,2,1,3,NA,NA,NA,0.75,0.5,4,818,431.18093649882064,3,1,4,502.77777777777783,192.9905965853528,3,488.8888888888889,198.83922409081427,3,522.2222222222223,184.34066692263403,-0.0687500000000002,0.18634086150564697,4,-0.08881249999999996,0.18712916878505415,4,258.5,79.7224351526386,4,-3.533333333333335,distractor
Mix_20_S42,39912000,Mix-20,20.866666666666667,77.5,22.5,77.5,0.18553732725963157,0.24122644181731295,9,-0.3750874260921317,0.07922311754907829,4,1,0,5,NA,NA,NA,0.3333333333333333,0.5,9,852,174.0373523126573,3,0.6666666666666666,9,773.3333333333334,536.0089136903935,5,773.3333333333334,536.0089136903935,5,773.3333333333334,536.0089136903935,0.10666666666666666,0.09124143795447325,9,0.04799074074074072,0.06779114736080101,9,440.44444444444446,221.63940935171655,9,-4.133333333333333,distractor
Mix_20_S43,39540000,Mix-20,21,63,37,63,0.3187957454421079,0.33031141869882485,7,-0.081008086791964945,0.48549233974294753,4,1.75,0.5,4,NA,NA,NA,0.5714285714285714,0.5345224838248488,7,464.25,434.5882150572731,4,1.2857142857142858,7,677.0833333333334,195.9515009912931,4,725,94.77067838462213,4,783.3333333333334,126.92955176439848,0.00285714285714305,0.04906264217449838,7,-0.03217640692640684,0.03969047741514276,7,292.7142857142857,188.89389815953496,7,-4,distractor
