recording_name,age_months,exp_to_target_lang,fre_exp,eng_exp,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,initial_look,prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,exp_to_target_lang_centred,age_months_centred
CogMisp24_S25_580872000,28,86,14,86,0.7855160002138929,0.22214289356586697,10,0.4952830188679246,0.1472960808632751,8,1.1,0.31622776601683794,10,distractor,1,0,3,NA,NA,NA,616,62.864934582006846,3,7,10,1798.3333333333335,542.8235508960599,10,0.32625000000000004,0.13450305360314835,8,0.25639583333333327,0.09516220227623721,8,474.75,33.21682017979961,8,1631.6666666666667,742.5535687538885,10,0.36,3
CogMisp24_S29_533844000,27,73,27,73,0.5403730620155038,0.1712929086362248,3,NA,NA,NA,1.6666666666666667,0.5773502691896257,3,distractor,1,NA,1,NA,NA,NA,71,NA,1,5,3,583.3333333333334,241.09126902482387,3,0.4200000000000004,NA,1,0.2640714285714285,NA,1,515,NA,1,527.7777777777778,353.6843120532668,3,0.22999999999999998,2
CogMisp24_S39_546540000,24,76,24,76,0.6087822244583164,0.2671859285324606,12,0.19129979035639413,0.15258913980607,12,1.4545454545454546,1.0357254813546264,11,distractor,1,0,7,NA,NA,NA,490.57142857142856,376.9296385016073,7,14,12,1214.1414141414143,609.5503485233692,11,0.2520833333333334,0.12401353176410261,12,0.1992451236263737,0.08801971716307978,12,407.9166666666667,154.45826640424934,12,962.1212121212122,736.8510670070955,11,0.26,-1
CogMisp24_S42_528996000,24,66,34,66,0.526722246226845,0.29684305143233736,12,0.051886792452830184,0.4490753816184,12,1.5,0.5270462766947299,10,distractor,1,0,4,NA,NA,NA,342.25,223.97525905033945,4,14,12,1034.1666666666667,641.8464154201178,10,0.24416666666666667,0.08874973324757178,12,0.1567291666666667,0.06673672573530026,12,444.0833333333333,127.51146710168557,12,661.6666666666667,624.7493324486724,10,0.16000000000000003,-1
CogMisp24_S43_538080000,24,100,0,100,0.656276590759876,0.25617373910183133,11,0.38427672955974845,0.4250800048947152,10,1.6363636363636365,0.504524979109513,11,distractor,0.8,0.44721359549995793,5,NA,NA,NA,496.5,265.6369703185157,4,14,11,1021.969696969697,475.92414088674667,11,0.17090909090909098,0.20239587670970705,11,0.13907892107892114,0.18785779473496536,11,334.45454545454544,192.93074593561474,11,875.7575757575759,566.6354715121156,11,0.5,-1
CogMisp24_S49_568812000,24,98,2,98,0.5915063604083997,0.3184070497780967,12,0.22641509433962265,0.4093456424552548,12,1.8181818181818181,0.873862897505303,11,distractor,1,0,4,NA,NA,NA,179.5,155.2063143045411,4,19,12,1017.0454545454546,645.2025267348622,11,0.10374999999999994,0.12986225219614236,12,0.028525559588626754,0.13013355460799922,12,483.1666666666667,176.69019283034427,12,881.8181818181819,743.1335510845105,11,0.48,-1
CogMisp24_S58_574284000,26,17,83,17,0.5111552849799219,0.3015972680256643,11,0.0660377358490566,0.4284045413664297,10,1.3636363636363635,0.504524979109513,11,distractor,0.6,0.5477225575051661,5,NA,NA,NA,538,371.58175412686774,3,13,11,948.4848484848485,515.3318534613587,11,0.1063636363636364,0.09955126591588141,11,0.06067965367965369,0.07567367854894358,11,354.3636363636364,234.83154503910785,11,928.7878787878789,541.3507237093215,11,-0.32999999999999996,1
CogMisp24_S59_552972000,26,39,58,39,0.5764243504755492,0.2770737191464042,11,0.061635220125786164,0.23060415472359597,10,2,1,11,distractor,1,0,4,NA,NA,NA,463.5,214.74403367730616,4,16,11,546.2121212121212,602.8459673760734,11,0.09900000000000006,0.11471704319760004,10,0.044275279892521224,0.1091035379905524,10,436.3,168.27494036711335,10,327.77777777777777,174.0051084818425,9,-0.10999999999999999,1
CogMisp24_S70_571500000,24,100,0,100,0.6636906172982162,0.2306120222747791,12,0.3149895178197065,0.12473714471237678,12,1.4166666666666667,0.5149286505444373,12,distractor,1,0,7,NA,NA,NA,455.14285714285717,287.40240579567677,7,19,12,1293.75,611.7548549257722,12,0.2941666666666667,0.13083357459927578,12,0.21300747863247863,0.1442862550572024,12,516.25,38.28630184662537,12,1162.5,722.7236992478837,12,0.5,-1
CogMisp24_S71_581112000,25,93,7,93,0.6025932771293204,0.19665822332409663,10,0.294811320754717,0.1685064336111802,8,1.2,0.4216370213557839,10,distractor,1,0,6,NA,NA,NA,521.5,217.3382156915806,6,16,10,1380.0000000000002,513.6140406142042,10,0.173,0.10601886624558866,10,0.12009999999999992,0.07806010069803697,10,487.9,90.1954051552024,10,1280,642.5162725517754,10,0.43000000000000005,0
CogMisp24_S74_535680000,25,96,4,96,0.6212267516155009,0.27204221935127204,11,0.120125786163522,0.27123459309721926,10,1.2727272727272727,0.46709936649691375,11,distractor,1,0,5,NA,NA,NA,381.8,257.96162505302993,5,16,11,1177.2727272727273,553.6506483370541,11,0.16863636363636358,0.1806528564552871,11,0.0680551948051948,0.12571691310754676,11,499.54545454545456,170.82175718354125,11,1156.0606060606062,564.81426284678,11,0.45999999999999996,0
CogMisp24_S08_549144000,27,63,37,63,0.5497795500500018,0.21276066251708795,10,0.058490566037735864,0.34733902944099415,10,2.1,0.8755950357709131,10,distractor,1,0,4,NA,NA,NA,455,220.86647550047064,4,18,10,643.6111111111112,367.34890233861154,10,0.1154999999999999,0.15754099995450926,10,0.09715114942528738,0.1423433099324233,10,384.8,173.8746675050739,10,703.3333333333334,566.1653555954684,10,0.13,2
CogMisp24_S11_544008000,24,98,2,98,0.6514298722462932,0.2734163420689771,8,0.1981132075471698,0.22012578616352202,4,1.75,0.7071067811865476,8,distractor,1,0,2,NA,NA,NA,238,46.66904755831214,2,9,8,785.0694444444445,455.05425742935927,8,0.29437500000000005,0.10591227839247781,8,0.1658572612732095,0.12115269050602723,8,439.25,117.00641008081566,8,462.50000000000006,231.75486501973907,8,0.48,-1
CogMisp24_S16_528516000,30,81,19,81,0.5366626260712007,0.28546956675642493,8,-0.1729559748427673,0.42725654903846016,4,1.5,0.5345224838248488,8,distractor,1,NA,1,NA,NA,NA,321,NA,1,15,8,866.6666666666667,547.1245179072477,8,0.2456250000000001,0.15272378194449146,8,0.17779448496905392,0.0836021090319633,8,428.875,118.13241662280026,8,823.8095238095239,578.1401488791726,7,0.31000000000000005,5
CogMisp24_S17_542916000,24,59,41,59,0.40185067977694533,0.3148658585311296,10,-0.1218553459119497,0.2875043869917693,8,1.5,0.5345224838248488,8,distractor,1,NA,1,NA,NA,NA,705,NA,1,10,10,770.8333333333334,471.97238956101717,8,0.2784999999999999,0.13404083125840602,10,0.17583333333333337,0.09781304603839228,10,453,137.39238212749157,10,516.6666666666667,421.9662967057388,5,0.08999999999999997,-1
CogMisp24_S26_549528000,28,89,11,89,0.6289655580857411,0.36251903309525985,12,0.24633123689727462,0.6085599385055552,12,1.1818181818181819,0.40451991747794525,11,distractor,0.8,0.44721359549995793,5,NA,NA,NA,284,280.37237143960294,4,9,12,1573.4848484848485,828.1070967189954,11,0.17,0.11493080922490234,12,0.09013713896256999,0.10235714706389579,12,399.5833333333333,196.1012995800122,12,1545.4545454545455,915.2744248187387,11,0.39,3
CogMisp24_S30_561996000,28,72,24,72,0.5346569775059798,0.3437674981524759,7,-0.06761006289308179,0.18389281779729721,4,1.6666666666666667,1.2110601416389966,6,distractor,0.5,0.7071067811865476,2,NA,NA,NA,622,NA,1,9,7,895.1388888888889,636.5293081902712,6,0.16857142857142854,0.21373102811934533,7,0.0832475369458129,0.15334533559452249,7,385.7142857142857,165.70024571065497,7,588.8888888888889,674.6741325893452,6,0.21999999999999997,3
CogMisp24_S31_533496000,27,67,33,67,0.7426528817094855,0.22619068492427546,10,0.42845911949685533,0.16025619509229133,8,1.4,0.5163977794943222,10,distractor,1,0,2,NA,NA,NA,288.5,400.92954493277244,2,12,10,1524.1666666666667,818.4829575818007,10,0.20900000000000002,0.11187294380481633,10,0.14630000000000004,0.07151459101746337,10,478.1,133.84854625035467,10,1253.3333333333335,826.7443213228055,10,0.17000000000000004,2
CogMisp24_S34_543228000,25,100,0,100,0.6268374001284271,0.2606335373495539,11,0.2440251572327044,0.34667725518055403,10,1.5454545454545454,0.8201995322647244,11,distractor,1,0,5,NA,NA,NA,481.4,357.8076298795206,5,15,11,1160.858585858586,794.0834985652344,11,0.2709090909090908,0.17390828303761408,11,0.17191996047430838,0.12237592848662712,11,488.90909090909093,150.86978129861166,11,943.939393939394,737.7997593171774,11,0.5,0
CogMisp24_S46_567816000,24,29,71,29,0.5739398143356449,0.3043131238539526,4,0.37106918238993714,0.1245219488881971,2,2,1.1547005383792515,4,distractor,1,NA,1,NA,NA,NA,388,NA,1,4,4,531.9444444444445,178.78044792334197,4,0.20999999999999996,0.1343502884254438,4,0.1778352674624225,0.11265921696454256,4,512,171.48955264582932,4,538.8888888888889,226.2823539379589,3,-0.21000000000000002,-1
CogMisp24_S47_581820000,26,100,0,100,0.6532381966762932,0.20958498944509746,12,0.28721174004192873,0.1919355622347438,12,1.3333333333333333,0.49236596391733095,12,distractor,1,0,6,NA,NA,NA,629.5,312.04406740074387,6,17,12,1261.1111111111113,447.6980027691678,12,0.34166666666666673,0.11172883841396254,12,0.22471801372262656,0.06969939416898861,12,438.5,111.3712056796794,12,1293.0555555555557,554.2971859664907,12,0.5,1
CogMisp24_S50_570504000,25,62,38,62,0.6028930988482003,0.2792416807669448,12,0.15932914046121593,0.3682562737259109,12,1.4166666666666667,0.6685579234215214,12,distractor,1,0,4,NA,NA,NA,442.5,155.70377858827533,4,19,12,1033.3333333333335,590.2725787055649,12,0.20791666666666656,0.1376830737159756,12,0.17417129629629635,0.0824023772251333,12,403.9166666666667,170.3106564398414,12,1116.6666666666667,690.1178350561781,12,0.12,0
CogMisp24_S53_562644000,31,27,73,27,0.6657400428918786,0.26731170151226774,12,0.32704402515723274,0.43776147871578397,12,1.3333333333333333,0.49236596391733095,12,distractor,0.8,0.44721359549995793,5,NA,NA,NA,713.25,232.0881657186912,4,13,12,1369.4444444444446,724.0313394262575,12,0.23041666666666671,0.10393307141296923,12,0.15800894723092995,0.06977162150013998,12,432.8333333333333,161.18303166577334,12,1338.888888888889,788.821308814016,12,-0.22999999999999998,6
CogMisp24_S57_576672000,25,90,10,90,0.7079429383324439,0.3008818200322001,12,0.2636268343815514,0.2729016702538352,12,1.4166666666666667,0.5149286505444373,12,distractor,1,0,3,NA,NA,NA,477,325.90335990903804,3,13,12,1061.111111111111,432.4339929389898,12,0.29458333333333336,0.09487930930046502,12,0.1768593975468976,0.07775667941030094,12,529.9166666666666,42.41453081483307,12,1066.6666666666667,421.99621808827635,12,0.4,0
CogMisp24_S62_588780000,27,38,62,38,0.5286325578065115,0.2906425198250188,9,0.12683438155136267,0.22677876686404838,6,1.375,0.5175491695067657,8,distractor,0,NA,1,NA,NA,NA,NA,NA,NA,14,9,1082.2916666666667,567.8984773316051,8,0.2105555555555555,0.10987050458506936,9,0.19577784252784258,0.07185457495585384,9,288.6666666666667,151.86424859064098,9,1022.9166666666667,609.5104397715237,8,-0.12,2
