recording_name,age_months,exp_to_target_lang,initial_look,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_peak_pupil_size_difference,sd_peak_pupil_size_difference,n_trials_peak_pupil_size_difference,mean_mean_pupil_size_difference,sd_mean_pupil_size_difference,n_trials_mean_pupil_size_difference,mean_peak_pupil_latency,sd_peak_pupil_latency,n_trials_peak_pupil_latency,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,subject_id,prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,exp_to_target_lang_centred,age_months_centred
CompMix36_S15_97932000_F2,39.46666666666667,45,distractor,0.4428041985548928,0.158815203133777,6,0.08176100628930819,0.19567734825288105,2,1.3333333333333333,0.816496580927726,6,8,6,750.0000000000001,384.27420765212264,6,0.049166666666666435,0.16647572395597696,6,0.06434722222222226,0.09951424265270137,6,394.1666666666667,132.2261950850385,6,647.2222222222223,440.2545559946814,6,97932000,0.8333333333333334,0.408248290463863,6,0.3333333333333333,0.5773502691896257,3,-0.04999999999999999,14.466666666666669
CompMix36_S17_94332000_F2,38,40,target,0.8137474897732,0.24275086602463555,8,0.5801886792452831,0.4287006704717647,4,1.75,0.7071067811865476,8,6,8,1398.263888888889,844.5970746305168,8,0.11187499999999989,0.10999797076050337,8,0.0635937499999999,0.10431317732335475,8,408.375,207.23343463006017,8,1487.5,832.6544854040552,8,94332000,1,0,6,0.625,0.5175491695067657,8,-0.09999999999999998,13
CompMix36_S17_94332000_F2,38,40,distractor,0.46576374849448554,0.21093792170940917,6,NA,NA,NA,1.6666666666666667,0.816496580927726,6,12,6,746.7592592592594,250.27402677338748,6,0.11916666666666671,0.09504823336951966,6,0.06623611111111131,0.0902300980928863,6,383.1666666666667,228.6634353513186,6,830.5555555555557,499.7128805253703,6,94332000,1,0,6,0.625,0.5175491695067657,8,-0.09999999999999998,13
CompMix36_S17_94332000_F2,38,40,neither,0.5024117306579201,0.24557055877595707,2,NA,NA,NA,2,0,2,4,2,600,282.8427124746191,2,0.0924999999999998,0.10960155108391505,2,-0.024970306513410145,0.2723566711084024,2,258,318.1980515339464,2,375,153.2064692570853,2,94332000,1,0,6,0.625,0.5175491695067657,8,-0.09999999999999998,13
CompMix36_S24_545388000_F2,41,40,target,0.6478851692604282,0.13851334962481662,5,NA,NA,NA,1.6,0.5477225575051661,5,9,5,1205,606.0631155251077,5,0.16500000000000004,0.041833001326703576,5,0.10633333333333325,0.03551730798732728,5,370,160.4680653588121,5,1000.0000000000001,673.609679265374,5,545388000,1,0,10,0.4,0.5477225575051661,5,-0.09999999999999998,16
CompMix36_S24_545388000_F2,41,40,distractor,0.6287927584196574,0.23831820770056425,10,-0.06918238993710692,0.13654221792816587,4,1.2,0.4216370213557839,10,14,10,1494.1666666666667,785.3014086763985,10,0.02400000000000002,0.1793940417690125,10,-0.0237000000000001,0.14580905723870344,10,318.3,244.1456987583894,10,1378.3333333333335,833.1129338173951,10,545388000,1,0,10,0.4,0.5477225575051661,5,-0.09999999999999998,16
CompMix36_S30_109320000_F2,40.2,60,target,0.448663363885049,0.21919574789057683,8,-0.0020964360587002093,0.05346528512971095,6,1.125,0.3535533905932738,8,9,8,975.0000000000001,581.1865258054232,8,0.06062500000000015,0.07770996902402087,8,0.03114583333333326,0.04582923682991787,8,395.5,151.91162844608985,8,1043.75,600.9871178927349,8,109320000,1,0,6,0.375,0.5175491695067657,8,0.09999999999999998,15.200000000000003
CompMix36_S30_109320000_F2,40.2,60,distractor,0.5923970236055928,0.23888380862155495,6,0.24213836477987424,0.06670818690439122,2,1.1666666666666667,0.408248290463863,6,9,6,1250,479.4672969962486,6,0.04333333333333337,0.04622409184253045,6,0.02175000000000001,0.03545474423668695,6,463.3333333333333,181.67296625163212,6,1388.888888888889,522.8837417700108,6,109320000,1,0,6,0.375,0.5175491695067657,8,0.09999999999999998,15.200000000000003
CompMix36_S30_109320000_F2,40.2,60,neither,0.5450121108818516,0.0039012350446732,2,NA,NA,NA,1.5,0.7071067811865476,2,2,2,1029.1666666666667,548.0077554195743,2,0.1399999999999999,0.049497474683058845,2,0.06554166666666683,0.015968828141796246,2,358,35.35533905932738,2,1133.3333333333335,400.6938426723769,2,109320000,1,0,6,0.375,0.5175491695067657,8,0.09999999999999998,15.200000000000003
CompMix36_S03_86508000_E1,43.2,30,distractor,0.8835003558918997,0.06949786790740581,6,NA,NA,NA,1.3333333333333333,0.5163977794943222,6,5,6,1920.8333333333335,651.5739490734043,6,0.08250000000000002,0.18446544391836664,6,0.04298106060606055,0.11707675493514182,6,505.1666666666667,245.5552212164642,6,1766.6666666666667,902.835040918944,6,86508000,1,0,6,0.75,0.4629100498862757,8,-0.2,18.200000000000003
CompMix36_S03_86508000_E1,43.2,30,target,0.7987174366083645,0.3097934829226854,8,0.26415094339622647,0.07115539936468405,2,1.25,0.4629100498862757,8,6,8,1934.375,998.6343601726611,8,0.13375000000000004,0.15512092057488586,8,0.05876041666666665,0.13636895882695463,8,283.125,199.04589384647667,8,2002.0833333333333,935.7298102432014,8,86508000,1,0,6,0.75,0.4629100498862757,8,-0.2,18.200000000000003
CompMix36_S03_86508000_E1,43.2,30,neither,1,0,2,NA,NA,NA,2,1.4142135623730951,2,0,2,1613.888888888889,1111.7289948655164,2,0.0475000000000001,0.09545941546018408,2,-0.009143518518518468,0.08135001626150826,2,307.5,224.15284963613556,2,1625,1096.0155108391486,2,86508000,1,0,6,0.75,0.4629100498862757,8,-0.2,18.200000000000003
CompMix36_S05_96120000_E1,46,40,target,0.6804593235366794,0.17084989183273724,5,NA,NA,NA,1.8,0.8366600265340756,5,7,5,1064.4444444444446,483.59826710878247,5,0.09999999999999991,0.05522680508593625,5,0.07353333333333331,0.03731429015806145,5,512.8,83.70603323536481,5,820,343.87497728098793,5,96120000,1,0,7,0.4,0.5477225575051661,5,-0.09999999999999998,21
CompMix36_S05_96120000_E1,46,40,distractor,0.8216283435432904,0.14253705688118462,7,0.550314465408805,0.05781376198380568,2,1.8571428571428572,1.2149857925879117,7,7,7,1381.547619047619,758.7981525039359,7,0.06928571428571427,0.10361903667717028,7,0.06479894179894183,0.10934050595459324,7,307.14285714285717,218.2715652357773,7,1066.6666666666667,625.6848100133817,7,96120000,1,0,7,0.4,0.5477225575051661,5,-0.09999999999999998,21
CompMix36_S05_96120000_E1,46,40,neither,0.8364721954309867,0.16475412369666953,4,NA,NA,NA,2.25,0.5,4,4,4,926.3888888888889,246.691064859434,4,0.16749999999999998,0.06589132466923589,4,0.06843702107279703,0.056115063848408794,4,507.5,127.88927502596403,4,620.8333333333334,408.5600277759638,4,96120000,1,0,7,0.4,0.5477225575051661,5,-0.09999999999999998,21
CompMix36_S06_93168000_E1,44.333333333333336,50,target,0.6339969584174436,0.2970309458312025,7,NA,NA,NA,1.1428571428571428,0.3779644730092272,7,6,7,1395.2380952380954,791.9569225631956,7,0.0964285714285714,0.1405262219218143,7,0.049190476190476354,0.11448654209166166,7,380.7142857142857,134.95396040343323,7,1395.2380952380954,791.9569225631956,7,93168000,0.8571428571428571,0.3779644730092272,7,0.42857142857142855,0.5345224838248488,7,0,19.333333333333336
CompMix36_S06_93168000_E1,44.333333333333336,50,distractor,0.562440493498863,0.2746331387400311,7,-0.11635220125786168,0.04891933706322032,2,1.4285714285714286,0.5345224838248488,7,9,7,1052.3809523809525,690.1877476340238,7,0.06357142857142842,0.09437135360347645,7,-0.030321428571428704,0.08718596329551684,7,387.57142857142856,244.4346246223839,7,1188.095238095238,616.6452162721469,7,93168000,0.8571428571428571,0.3779644730092272,7,0.42857142857142855,0.5345224838248488,7,0,19.333333333333336
CompMix36_S26_83640000_E1,44,40,target,0.6919401334672362,0.3605397580900475,7,0.5157232704402516,0.008894424920585502,2,1.8571428571428572,0.8997354108424374,7,3,7,571.4285714285714,320.0787353533453,7,0.17357142857142843,0.17901848800506354,7,0.1251309523809521,0.13310984618274369,7,411.85714285714283,178.38014516889538,7,623.8095238095239,395.4436260399975,7,83640000,1,0,5,0.5714285714285714,0.5345224838248488,7,-0.09999999999999998,19
CompMix36_S26_83640000_E1,44,40,distractor,0.7692790980918097,0.09220962981180433,5,NA,NA,NA,1.4,0.5477225575051661,5,5,5,1486.6666666666667,801.8338356542457,5,0.12700000000000014,0.16991174179555693,5,0.0843166666666666,0.11793507512374925,5,240,196.32753245533343,5,1146.6666666666667,911.2262799839201,5,83640000,1,0,5,0.5714285714285714,0.5345224838248488,7,-0.09999999999999998,19
CompMix36_S29_98280000_E1,40.43333333333333,20,distractor,0.6673456048619903,0.22737132157786366,7,0.35639412997903563,0.3486493554185453,6,1.2857142857142858,0.4879500364742666,7,11,7,1414.2857142857144,645.7610046544117,7,0.05857142857142853,0.1029042550834791,7,0.02914203612479468,0.12379137471641666,7,344.85714285714283,177.66863216995526,7,1173.8095238095239,866.6590353754375,7,98280000,1,0,7,0.625,0.5175491695067657,8,-0.3,15.43333333333333
CompMix36_S29_98280000_E1,40.43333333333333,20,target,0.748171852033317,0.315361575431323,8,0.48742138364779874,0.22543964780645592,8,1.375,1.0606601717798212,8,4,8,1786.4583333333335,1014.4583500802875,8,0.1950000000000001,0.10384282995630162,7,0.1251855500821017,0.06682487649109758,7,525.7142857142857,76.21398446854376,7,1789.5833333333335,988.8640869905645,8,98280000,1,0,7,0.625,0.5175491695067657,8,-0.3,15.43333333333333
CompMix36_S07_535140000_E2,41.266666666666666,50,distractor,0.32710280373831774,NA,1,NA,NA,NA,2,NA,1,3,1,216.66666666666669,NA,1,0.10499999999999998,NA,1,-0.0359166666666666,NA,1,366,NA,1,NA,NA,NA,535140000,1,NA,1,0.6666666666666666,0.5773502691896257,3,0,16.266666666666666
CompMix36_S07_535140000_E2,41.266666666666666,50,neither,0.7172801791572965,0.23823977419631803,10,0.5366876310272537,0.13160543293990315,6,1.7,0.8232726023485646,10,9,10,894.4444444444445,698.0314766447365,10,0.3440000000000001,0.24491268285293466,10,0.2216279951707901,0.12874484826679367,10,441.4,142.49382052878255,10,588.3333333333334,641.9035156912526,10,535140000,1,NA,1,0.6666666666666666,0.5773502691896257,3,0,16.266666666666666
CompMix36_S07_535140000_E2,41.266666666666666,50,target,0.5654761904761905,0.43753036823659647,3,-0.1289308176100629,0.23570226039551584,2,1.5,0.7071067811865476,2,1,3,991.6666666666667,82.49579113843052,2,0.20666666666666686,0.1185678427455494,3,0.09180555555555554,0.03885338657244909,3,538.3333333333334,82.37313477908518,3,833.3333333333334,141.4213562373095,2,535140000,1,NA,1,0.6666666666666666,0.5773502691896257,3,0,16.266666666666666
CompMix36_S14_94020000_E2,38,55,target,0.531911433590833,0.18270997840362982,7,0.08018867924528301,0.14921927628799106,4,1.4285714285714286,0.5345224838248488,7,9,7,957.1428571428572,517.7951066655347,7,0.06571428571428571,0.1464134719276361,7,-0.01553571428571443,0.11159674279586064,7,390.2857142857143,269.65206859068985,7,942.8571428571429,426.3168208574836,7,94020000,0.8888888888888888,0.3333333333333333,9,0.2857142857142857,0.4879500364742666,7,0.050000000000000044,13
CompMix36_S14_94020000_E2,38,55,distractor,0.6034923629082243,0.27596270396043926,9,0.35534591194968557,0.08838659951292578,6,1.5,0.7559289460184544,8,14,9,1239.9305555555557,573.7572597166867,8,0.11111111111111116,0.11762699992395917,9,0.06176851851851856,0.09609082958776145,9,425.55555555555554,181.04703194965055,9,800.0000000000001,658.2805886043834,8,94020000,0.8888888888888888,0.3333333333333333,9,0.2857142857142857,0.4879500364742666,7,0.050000000000000044,13
CompMix36_S20_85212000_E2,48,20,target,0.6942719633560559,0.08194021416499798,5,NA,NA,NA,1.4,0.5477225575051661,5,7,5,1406.6666666666667,498.3793178337605,5,0.10699999999999985,0.1220450736408479,5,0.06981666666666655,0.09223338829657449,5,409.6,225.6574838111956,5,1290,326.3008155402346,5,85212000,0.8,0.44721359549995793,5,0.2,0.44721359549995793,5,-0.3,23
CompMix36_S20_85212000_E2,48,20,distractor,0.5296204961715462,0.2588316207457376,5,-0.39308176100628933,0.013341637380878213,2,1.4,0.5477225575051661,5,9,5,1013.3333333333335,634.3631977555656,5,-0.0040000000000000036,0.074783019462977,5,-0.038888035527690865,0.03943893981639486,5,446.4,251.2872857905867,5,843.3333333333334,611.7597567673115,5,85212000,0.8,0.44721359549995793,5,0.2,0.44721359549995793,5,-0.3,23
CompMix36_S20_85212000_E2,48,20,neither,0.5906756795545222,0.30600626780672,4,0.2987421383647799,0.1734412859514173,2,1.5,0.5773502691896257,4,4,4,818.7500000000001,663.6171573139754,4,0.09749999999999981,0.09105858919765168,4,0.05447440921147817,0.04901397171306098,4,370.5,215.95447051018263,4,938.8888888888889,790.4522849703295,3,85212000,0.8,0.44721359549995793,5,0.2,0.44721359549995793,5,-0.3,23
Mix_20_S29,21.033333333333335,42,neither,0.7168141592920354,NA,1,NA,NA,NA,2,NA,1,1,1,675,NA,1,0.20500000000000007,NA,1,0.06708333333333316,NA,1,216,NA,1,500.00000000000006,NA,1,17328000,0,0,2,NA,NA,NA,-0.08000000000000002,-3.966666666666665
Mix_20_S29,21.033333333333335,42,distractor,0.16666666666666666,0.23570226039551584,2,NA,NA,NA,1,NA,1,1,2,700,NA,1,0.03500000000000014,0.049497474683058526,2,0.020208333333333384,0.018443701875949358,2,316,400.2224381515859,2,700,NA,1,17328000,0,0,2,NA,NA,NA,-0.08000000000000002,-3.966666666666665
Mix_20_S36,21.3,62,neither,0.8442028985507246,0.22033037384798224,2,NA,NA,NA,1.5,0.7071067811865476,2,1,2,1175,530.3300858899106,2,-0.07499999999999973,NA,1,-0.08020467836257339,NA,1,466,NA,1,1091.6666666666667,648.1812160876685,2,16464000,0.75,0.5,4,0.6,0.5477225575051661,5,0.12,-3.6999999999999993
Mix_20_S36,21.3,62,distractor,0.43671995393376023,0.3804745115714469,4,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,3,4,883.3333333333335,125.83057392117917,3,0.0837500000000001,0.217346689262416,4,0.034520833333333445,0.1728221411649901,4,549.75,151.79234719400932,4,683.3333333333334,400.3470716488105,3,16464000,0.75,0.5,4,0.6,0.5477225575051661,5,0.12,-3.6999999999999993
Mix_20_S36,21.3,62,target,0.7383792363792364,0.31775181514297224,5,0.34790854306983343,0.28093016515443575,4,1.2,0.44721359549995793,5,4,5,1561.6666666666667,872.3690605344609,5,0.14400000000000004,0.12852042639207212,5,0.06117460317460335,0.052917794489859143,5,383,251.36925030719252,5,1480.0000000000002,950.7599299741469,5,16464000,0.75,0.5,4,0.6,0.5477225575051661,5,0.12,-3.6999999999999993
Mix_14_S23,14.3,77,target,0.6056934961249614,0.15159467669910545,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,4,3,1030.5555555555557,355.1538529415938,3,0.04499999999999993,0.06946221994724908,3,0.0011944444444442759,0.08610056835102996,3,572,135.2442235365341,3,977.7777777777778,433.7604732431808,3,55704000,0.5,0.7071067811865476,2,0,0,3,0.27,-10.7
Mix_14_S23,14.3,77,neither,0.521981981981982,0.6250569132434599,2,NA,NA,NA,1,NA,1,0,2,1783.3333333333335,NA,1,0.18000000000000016,NA,1,0.06880952380952365,NA,1,449,NA,1,1783.3333333333335,NA,1,55704000,0.5,0.7071067811865476,2,0,0,3,0.27,-10.7
Mix_14_S23,14.3,77,distractor,0.3029197080291971,0.4283931594049887,2,NA,NA,NA,1,NA,1,1,2,1383.3333333333335,NA,1,0.23499999999999988,0.08485281374238578,2,0.12474999999999992,0.056804244755319346,2,591,130.10764773832474,2,1383.3333333333335,NA,1,55704000,0.5,0.7071067811865476,2,0,0,3,0.27,-10.7
Mix_14_S24,14,27,neither,0.6322924600152323,0.4714629680043594,4,-0.29324024119327197,0.06014110357283234,2,1,0,3,1,4,1522.2222222222224,600.0771555330136,3,-0.09250000000000003,0.12386148177164154,4,-0.0748203347578349,0.0647256704102877,4,399.75,167.3765714389761,4,1138.8888888888891,887.7770824639192,3,NA,NA,NA,NA,1,NA,1,-0.22999999999999998,-11
Mix_14_S24,14,27,target,0.8448275862068966,NA,1,NA,NA,NA,1,NA,1,1,1,1600,NA,1,-0.10000000000000009,NA,1,-0.24634615384615355,NA,1,149,NA,1,1600,NA,1,NA,NA,NA,NA,1,NA,1,-0.22999999999999998,-11
Mix_20_S41,20.5,29,distractor,0,0,2,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,-0.0924999999999998,0.19445436482630082,2,-0.14854166666666657,0.17659991860134003,2,166.5,23.33452377915607,2,NA,NA,NA,40632000,0,0,2,1,NA,1,-0.21000000000000002,-4.5
Mix_20_S41,20.5,29,neither,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,-0.020000000000000018,NA,1,-0.015625,NA,1,50,NA,1,NA,NA,NA,40632000,0,0,2,1,NA,1,-0.21000000000000002,-4.5
Mix_20_S41,20.5,29,target,0.7246376811594203,NA,1,NA,NA,NA,1,NA,1,1,1,1666.6666666666667,NA,1,0.09499999999999975,NA,1,0.10175000000000001,NA,1,533,NA,1,1666.6666666666667,NA,1,40632000,0,0,2,1,NA,1,-0.21000000000000002,-4.5
Mix_20_S45,20.366666666666667,91,neither,0.7117084272678476,0.16763417726418486,5,0.41726618705035967,0.08139358632363138,2,1.2,0.44721359549995793,5,5,5,1013.3333333333334,424.0020964308759,5,0.05999999999999987,0.10517841983981309,5,0.04114999999999984,0.058788651588172605,5,399.8,190.8682791875067,5,693.3333333333334,465.11647286817674,5,NA,NA,NA,NA,0,NA,1,0.41000000000000003,-4.633333333333333
Mix_20_S45,20.366666666666667,91,target,0.6115702479338843,NA,1,NA,NA,NA,2,NA,1,2,1,608.3333333333334,NA,1,0.2200000000000002,NA,1,0.05874999999999986,NA,1,566,NA,1,250.00000000000003,NA,1,NA,NA,NA,NA,0,NA,1,0.41000000000000003,-4.633333333333333
Mix_14_S30,14.466666666666667,24.1,distractor,0.3725975917661097,0.3895281746546854,5,NA,NA,NA,1,0,3,3,5,1433.3333333333335,600.9252125773315,3,0.07400000000000002,0.08018728078691789,5,0.03784999999999998,0.09758588453824202,5,276.4,177.32117752823547,5,1405.5555555555557,591.2165737164656,3,62880000,0.4,0.5477225575051661,5,0,0,5,-0.259,-10.533333333333333
Mix_14_S30,14.466666666666667,24.1,target,0.3464281326346425,0.23392438455498166,5,-0.47916666666666663,5.551115123125783e-17,2,1.25,0.5,4,5,5,866.6666666666667,531.7685377847939,4,0.014000000000000058,0.05343220002956999,5,-0.04645000000000001,0.0753867021503867,5,236,150.06498592276614,5,866.6666666666667,531.7685377847939,4,62880000,0.4,0.5477225575051661,5,0,0,5,-0.259,-10.533333333333333
Mix_14_S30,14.466666666666667,24.1,neither,0.6276595744680851,NA,1,NA,NA,NA,1,NA,1,1,1,416.6666666666667,NA,1,0.10000000000000009,NA,1,0.0026388888888888573,NA,1,283,NA,1,216.66666666666669,NA,1,62880000,0.4,0.5477225575051661,5,0,0,5,-0.259,-10.533333333333333
