recording_name,trial_number,target_word,age_months,subject_id,media_name,initial_look,samples_target,samples_distractor,prop_looking,prop_looking_diff,number_fixations,correct_shift,remain_on_target,latency_to_switch,total_aoi_switches,duration_of_look,first_look_dur,longest_look_by_trial,age_months_centred
146_pomper_saffran_2016_43,15,red,43,146,red,target,84,0,1,0.6886792452830189,2,NA,1,NA,0,700,616.6666666666667,1566.6666666666667,18
147_pomper_saffran_2016_46,14,blue,46,147,blue,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,21
148_pomper_saffran_2016_44,1,yellow,44,148,yellow,target,28,40,0.4117647058823529,NA,1,NA,0,NA,1,316.6666666666667,316.6666666666667,633.3333333333334,19
148_pomper_saffran_2016_44,4,orange,44,148,orange,target,44,55,0.4444444444444444,NA,2,NA,0,NA,2,366.6666666666667,483.33333333333337,966.6666666666667,19
148_pomper_saffran_2016_44,6,orange,44,148,orange,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
148_pomper_saffran_2016_44,8,yellow,44,148,yellow,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
149_pomper_saffran_2016_44,10,yellow,44,149,yellow,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
149_pomper_saffran_2016_44,11,green,44,149,green,target,106,0,1,1,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
149_pomper_saffran_2016_44,13,white,44,149,white,target,69,27,0.71875,NA,1,NA,0,NA,1,1150,1150,2300,19
149_pomper_saffran_2016_44,16,red,44,149,red,target,106,0,1,1,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
150_pomper_saffran_2016_43,11,red,43,150,red,target,106,0,1,0.8018867924528301,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,18
150_pomper_saffran_2016_43,14,blue,43,150,blue,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,18
150_pomper_saffran_2016_43,15,black,43,150,black,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,18
150_pomper_saffran_2016_43,16,green,43,150,green,target,76,21,0.7835051546391752,0.71698113207547165,2,NA,0,NA,2,633.3333333333334,750,1500,18
151_pomper_saffran_2016_45,1,brown,45,151,brown,target,52,43,0.5473684210526316,NA,2,NA,0,NA,3,341.6666666666667,216.66666666666669,933.3333333333334,20
151_pomper_saffran_2016_45,3,green,45,151,green,target,69,24,0.7419354838709677,0.2264150943396226,1,NA,0,NA,1,966.6666666666667,966.6666666666667,1933.3333333333335,20
151_pomper_saffran_2016_45,4,orange,45,151,orange,target,55,40,0.5789473684210527,NA,2,NA,0,NA,2,433.33333333333337,500.00000000000006,1000.0000000000001,20
151_pomper_saffran_2016_45,6,orange,45,151,orange,target,52,48,0.52,NA,2,NA,0,NA,2,433.33333333333337,216.66666666666669,1300,20
151_pomper_saffran_2016_45,8,red,45,151,red,target,58,45,0.5631067961165048,0.32075471698113206,2,NA,0,NA,2,483.33333333333337,683.3333333333334,1366.6666666666667,20
152_pomper_saffran_2016_46,4,blue,46,152,blue,target,48,16,0.75,NA,1,NA,0,NA,1,683.3333333333334,683.3333333333334,1366.6666666666667,21
152_pomper_saffran_2016_46,7,red,46,152,red,target,31,72,0.30097087378640774,NA,1,NA,0,NA,2,383.33333333333337,383.33333333333337,766.6666666666667,21
153_pomper_saffran_2016_45,2,white,45,153,white,target,106,0,1,0.4811320754716981,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,20
153_pomper_saffran_2016_45,5,brown,45,153,brown,target,45,55,0.45,0.42452830188679247,1,NA,0,NA,2,750,750,1500,20
153_pomper_saffran_2016_45,6,blue,45,153,blue,target,37,62,0.37373737373737376,NA,1,NA,0,NA,1,566.6666666666667,566.6666666666667,1133.3333333333335,20
153_pomper_saffran_2016_45,8,black,45,153,black,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,20
154_pomper_saffran_2016_41,10,yellow,41,154,yellow,target,91,13,0.875,NA,1,NA,1,NA,1,1516.6666666666667,1516.6666666666667,3033.3333333333335,16
154_pomper_saffran_2016_41,11,green,41,154,green,target,76,28,0.7307692307692307,0.49999999999999994,1,NA,0,NA,1,1216.6666666666667,1216.6666666666667,2433.3333333333335,16
154_pomper_saffran_2016_41,14,orange,41,154,orange,target,82,18,0.82,NA,1,NA,0,NA,1,1366.6666666666667,1366.6666666666667,2733.3333333333335,16
154_pomper_saffran_2016_41,15,yellow,41,154,yellow,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,16
154_pomper_saffran_2016_41,16,red,41,154,red,target,79,23,0.7745098039215687,0.48113207547169806,1,NA,0,NA,1,1300,1300,2600,16
155_pomper_saffran_2016_44,1,orange,44,155,orange,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
155_pomper_saffran_2016_44,2,red,44,155,red,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
155_pomper_saffran_2016_44,4,white,44,155,white,target,60,38,0.6122448979591837,NA,1,NA,1,NA,1,1000.0000000000001,1000.0000000000001,2000.0000000000002,19
155_pomper_saffran_2016_44,5,red,44,155,red,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,19
156_pomper_saffran_2016_46,11,black,46,156,black,target,78,0,1,NA,2,NA,1,NA,0,650,883.3333333333334,1766.6666666666667,21
156_pomper_saffran_2016_46,15,white,46,156,white,target,77,26,0.7475728155339806,NA,1,NA,1,NA,1,1283.3333333333335,1283.3333333333335,2566.666666666667,21
156_pomper_saffran_2016_46,16,blue,46,156,blue,target,62,36,0.6326530612244898,NA,2,NA,0,NA,2,516.6666666666667,283.33333333333337,1500,21
157_pomper_saffran_2016_46,2,green,46,157,green,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,21
157_pomper_saffran_2016_46,3,black,46,157,black,target,106,0,1,NA,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,21
157_pomper_saffran_2016_46,7,blue,46,157,blue,target,70,32,0.6862745098039216,NA,2,NA,0,NA,2,583.3333333333334,733.3333333333334,1466.6666666666667,21
157_pomper_saffran_2016_46,8,white,46,157,white,target,74,24,0.7551020408163265,NA,2,NA,0,NA,2,616.6666666666667,583.3333333333334,1300,21
158_pomper_saffran_2016_47,1,blue,47,158,blue,target,36,67,0.34951456310679613,NA,1,NA,0,NA,1,600,600,1200,22
158_pomper_saffran_2016_47,3,black,47,158,black,target,76,0,1,NA,1,NA,1,NA,0,1116.6666666666667,1116.6666666666667,2233.3333333333335,22
158_pomper_saffran_2016_47,7,blue,47,158,blue,target,71,8,0.8987341772151899,NA,1,NA,1,NA,0,1183.3333333333335,1183.3333333333335,2366.666666666667,22
159_pomper_saffran_2016_47,11,yellow,47,159,yellow,target,106,0,1,0.6981132075471699,1,NA,1,NA,0,1766.6666666666667,1766.6666666666667,3533.3333333333335,22
159_pomper_saffran_2016_47,12,white,47,159,white,target,24,40,0.375,NA,1,NA,0,NA,1,316.6666666666667,316.6666666666667,633.3333333333334,22
159_pomper_saffran_2016_47,13,black,47,159,black,target,66,32,0.673469387755102,0.6226415094339622,1,NA,0,NA,1,983.3333333333334,983.3333333333334,1966.6666666666667,22
160_pomper_saffran_2016_43,1,green,43,160,green,target,76,26,0.7450980392156863,NA,1,NA,0,NA,1,1216.6666666666667,1216.6666666666667,2433.3333333333335,18
160_pomper_saffran_2016_43,2,blue,43,160,blue,target,24,73,0.24742268041237114,NA,1,NA,0,NA,1,333.33333333333337,333.33333333333337,666.6666666666667,18
