recording_name,age_months,mean_prop_looking,sd_prop_looking,n_trials_prop_looking,mean_prop_looking_diff,sd_prop_looking_diff,n_trials_prop_looking_diff,mean_number_fixations,sd_number_fixations,n_trials_number_fixations,mean_prop_shift_target_initial,sd_prop_shift_target_initial,n_trials_prop_shift_target_initial,mean_prop_shift_distractor_initial,sd_prop_shift_distractor_initial,n_trials_prop_shift_distractor_initial,mean_RT,sd_RT,n_trials_RT,total_aoi_switches,n_trials_total_aoi_switches,mean_duration_of_look,sd_duration_of_look,n_trials_duration_of_look,mean_first_look_dur,sd_first_look_dur,n_trials_first_look_dur,mean_longest_look,sd_longest_look,age_months_centred
165_pomper_saffran_2016_46,46,0.7869505494505494,0.18727334043949562,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,3,3,813.8888888888889,326.2085790365377,3,822.2222222222223,311.95322536369906,3,1644.4444444444446,623.9064507273981,21
166_pomper_saffran_2016_47,47,0.9934640522875817,0.011320593513522097,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,1,0,3,NA,NA,NA,NA,NA,NA,0,3,1408.3333333333335,536.3845013918032,3,1550,292.97326385411577,3,3100,585.9465277082315,22
167_pomper_saffran_2016_46,46,0.9611504007543612,0.04487656378760461,4,NA,NA,NA,1,0,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,0,4,1675,109.29064207170003,4,1675,109.29064207170003,4,3350,218.58128414340007,21
769_swingley_aslin_2002_15,15,0.80765639589169,0.24885344922168956,6,NA,NA,NA,1.3333333333333333,0.5163977794943222,6,0.6666666666666666,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,5,6,1230.5555555555557,620.6105118408867,6,1172.2222222222224,694.9553676049728,6,2655.5555555555557,1065.5549762482494,-10
770_swingley_aslin_2002_15,15,0.535,0.6576093065034891,2,NA,NA,NA,2,NA,1,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,0,2,691.6666666666667,NA,1,600,NA,1,1566.6666666666667,NA,-10
771_swingley_aslin_2002_15,15,0.7428571428571429,0.36365491603879585,2,NA,NA,NA,1,0,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,1,2,1308.3333333333335,648.1812160876685,2,1308.3333333333335,648.1812160876685,2,2616.666666666667,1296.362432175337,-10
772_swingley_aslin_2002_15,15,0.6639194139194139,0.11641387843981439,4,NA,NA,NA,1.5,0.5773502691896257,4,0,0,4,NA,NA,NA,NA,NA,NA,6,4,775,142.23741238324567,4,779.1666666666667,170.7147284756606,4,1733.3333333333335,98.1306762925317,-10
773_swingley_aslin_2002_16,16,0.5855572475442754,0.29123148608682337,7,NA,NA,NA,1.4285714285714286,0.5345224838248488,7,0.2857142857142857,0.4879500364742666,7,NA,NA,NA,NA,NA,NA,9,7,771.4285714285714,461.274832284909,7,735.7142857142858,488.6137393109063,7,1652.3809523809525,911.2175702418498,-9
774_swingley_aslin_2002_15,15,0.8962264150943396,NA,1,NA,NA,NA,2,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,0,1,791.6666666666667,NA,1,816.6666666666667,NA,1,1633.3333333333335,NA,-10
775_swingley_aslin_2002_15,15,0.8411104253720503,0.13186316589903047,6,NA,NA,NA,1.3333333333333333,0.5163977794943222,6,0.6666666666666666,0.5163977794943222,6,NA,NA,NA,NA,NA,NA,6,6,1206.9444444444446,503.27860261673345,6,1152.7777777777778,594.1769907159787,6,2616.666666666667,802.9805587794624,-10
776_swingley_aslin_2002_14,14,0.8843537414965986,0.16175797000308334,7,NA,NA,NA,1.2857142857142858,0.4879500364742666,7,0.8571428571428571,0.3779644730092272,7,NA,NA,NA,NA,NA,NA,4,7,1338.095238095238,496.8152542197118,7,1385.7142857142858,425.61813125240997,7,2771.4285714285716,851.2362625048199,-11
777_swingley_aslin_2002_15,15,0.7152930402930403,0.35516361255592344,3,NA,NA,NA,1,0,3,0.6666666666666666,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,2,3,1233.3333333333335,668.5390373377193,3,1233.3333333333335,668.5390373377193,3,2466.666666666667,1337.0780746754385,-10
778_swingley_aslin_2002_15,15,0.6656593406593406,0.212861036063042,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,4,3,802.7777777777778,220.84643567001058,3,927.7777777777778,170.23948273382848,3,1855.5555555555557,340.47896546765696,-10
779_swingley_aslin_2002_14,14,0.7579304029304029,0.3440720390178773,5,NA,NA,NA,1.2,0.44721359549995793,5,0.6,0.5477225575051661,5,NA,NA,NA,NA,NA,NA,4,5,1188.3333333333335,706.9005116233354,5,1113.3333333333335,793.9353458143386,5,2526.666666666667,1304.3516908155307,-11
780_swingley_aslin_2002_14,14,0.5141430171769977,0.10642206204576755,4,NA,NA,NA,1.5,0.5773502691896257,4,0,0,4,NA,NA,NA,NA,NA,NA,7,4,614.5833333333334,200.04339806929676,4,583.3333333333334,259.27248643506744,4,1316.6666666666667,303.68111930481,-11
781_swingley_aslin_2002_15,15,0.7598977735424066,0.2630764724463353,6,NA,NA,NA,1.3333333333333333,0.5163977794943222,6,0.5,0.5477225575051661,6,NA,NA,NA,NA,NA,NA,4,6,1059.7222222222222,575.5774073500903,6,1033.3333333333335,606.721609233684,6,2255.5555555555557,1025.5982897079402,-10
782_swingley_aslin_2002_15,15,0.624785836664763,0.11468779317931443,2,NA,NA,NA,1.5,0.7071067811865476,2,0.5,0.7071067811865476,2,NA,NA,NA,NA,NA,NA,3,2,691.6666666666667,129.63624321753366,2,866.6666666666667,117.85113019775797,2,1733.3333333333335,235.70226039551594,-10
783_swingley_aslin_2002_15,15,0.7052365428180449,0.19662982991425706,4,NA,NA,NA,1.25,0.5,4,0.5,0.5773502691896257,4,NA,NA,NA,NA,NA,NA,4,4,1041.6666666666667,533.0728530573159,4,1050,522.2813205330799,4,2100,1044.5626410661598,-10
784_swingley_aslin_2002_15,15,0.44874847374847376,0.11085505572988696,3,NA,NA,NA,1.3333333333333333,0.5773502691896257,3,0.3333333333333333,0.5773502691896257,3,NA,NA,NA,NA,NA,NA,4,3,680.5555555555557,348.840672535206,3,644.4444444444445,407.3400617738525,3,1433.3333333333335,584.0471822645078,-10
785_swingley_aslin_2002_14,14,0.6935893225244855,0.2134226599331525,6,NA,NA,NA,1.5,0.5477225575051661,6,0.16666666666666666,0.408248290463863,6,NA,NA,NA,NA,NA,NA,8,6,837.5,382.235747499716,6,783.3333333333334,427.3952113286562,6,1816.6666666666667,765.2886165798278,-11
786_swingley_aslin_2002_15,15,0.580715394988109,0.2585528679038396,6,NA,NA,NA,1.5,0.5477225575051661,6,0.16666666666666666,0.408248290463863,6,NA,NA,NA,NA,NA,NA,10,6,616.6666666666667,326.5986323710904,6,516.6666666666666,353.08167138307624,6,1522.2222222222222,762.0634755325443,-10
787_swingley_aslin_2002_14,14,0.657671981919348,0.15344713878551705,4,NA,NA,NA,2,0,4,0,0,4,NA,NA,NA,NA,NA,NA,8,4,527.0833333333334,153.8660733187096,4,400.00000000000006,129.09944487358058,4,1408.3333333333335,428.06628077990536,-11
